node_id,score
974,0.008347333629352013
572,0.008152537140551254
457,0.007923668271865077
305,0.007824975245450455
151,0.007263574485659865
593,0.007236126070665712
227,0.006853000046239202
944,0.006688880478378951
712,0.006578120900149883
284,0.006474173645853979
525,0.006468179881399201
222,0.006387743426562293
584,0.006287645669956089
410,0.0061924079332503065
543,0.006145131364590497
274,0.006103466145421843
780,0.00606223878737611
693,0.005899861588917367
866,0.00579262900952946
291,0.005784280874877456
21,0.005783956381679613
405,0.005733423888848863
857,0.005732246640764725
412,0.005711159078539938
820,0.005709560556829987
48,0.005698782963835712
715,0.005673565494020536
928,0.005646379599428543
94,0.005623311781888022
250,0.005592272248464287
107,0.005561967098032288
303,0.005511623641669675
520,0.005420786953746847
452,0.005416291939112769
343,0.00540353050442572
734,0.005372266071041181
550,0.0053224044767244535
792,0.005305188063623301
749,0.005286266879952082
763,0.005197545084656806
285,0.005195920562739276
259,0.005149453985391676
83,0.005119224883570747
950,0.0050950784222010435
31,0.005071992999221165
19,0.0050495238698489596
95,0.004979244815205798
447,0.004971383217308865
423,0.004962096694320804
373,0.0049533706202201195
2,0.004950499473598399
43,0.004925880153272321
713,0.0048723207254557505
905,0.0048257359723340425
394,0.004728616115863788
531,0.004674816714761186
872,0.0046710327105385085
705,0.004668437142221068
93,0.004651961222517109
81,0.004608607854321581
69,0.004608197766469212
582,0.004590786888022118
104,0.004575887232924536
369,0.004520387682361998
938,0.004503080123656654
599,0.004500688262391416
103,0.004472902983068893
916,0.004471940024852985
389,0.004471195732085791
300,0.0044637654013295405
961,0.004455960137953612
179,0.004445857276761865
975,0.004441675665312224
149,0.004438786036305531
478,0.00442521300069404
460,0.004416677172107921
784,0.004403554454236981
272,0.004385806582551381
320,0.004376515283878422
368,0.004365896065871157
268,0.0043622839878914065
28,0.004350351724511303
612,0.00430188160206445
327,0.004273159792506855
609,0.004272736052857412
962,0.004262254051167515
752,0.004256658952733763
121,0.004247050793100061
663,0.004241649423812047
70,0.0042343280824870735
785,0.00421837391321157
956,0.004209532551286431
421,0.004189412236903321
887,0.004187970457864829
304,0.00417892365372297
980,0.004163724656587009
828,0.004160331755194536
354,0.004150353119641867
313,0.004143542149566263
470,0.004140619521003693
774,0.004138594148770723
448,0.004129911471891582
252,0.00412853098203284
731,0.00412529296668391
629,0.004104019871431209
725,0.004084046082211973
292,0.0040639399055829644
243,0.004058670054199948
165,0.004057420704244068
688,0.004020081522414265
679,0.004002093272547205
338,0.003972817069602807
474,0.003962283693493108
942,0.0039563954488480374
742,0.003947482763178507
312,0.003941694068787833
388,0.00393101569765264
515,0.003927314913845701
507,0.003926683953353831
788,0.0039025359120053627
952,0.0039015287617668202
571,0.003897529081225248
381,0.0038874766272502343
524,0.0038851968641098037
685,0.0038734158346143198
59,0.0038660082962222956
523,0.0038656529579745498
512,0.00382276479776345
805,0.0038099501166524467
718,0.0038006709563740164
191,0.0037945813471897774
298,0.003794419716356556
937,0.003782959058806051
132,0.0037677689754373202
760,0.003764670307987285
226,0.0037531043658638836
225,0.0037523794757639735
277,0.0037485693627949427
596,0.003745429498155579
851,0.003740829967445763
136,0.0037272296087439843
322,0.0037195311080175423
228,0.0037090709381358824
166,0.0037021505976229
900,0.0036977690907628877
341,0.0036961495898319183
379,0.0036900817727913886
376,0.0036876732876174765
75,0.0036821202282140654
256,0.0036786190817918968
130,0.003671785294892145
546,0.00366257900223749
733,0.0036546525629971077
636,0.0036339483758150775
750,0.003629160235565298
242,0.003618916166620826
315,0.0036175193314901383
4,0.0036167550679503434
399,0.003610403752021534
23,0.003605395770660267
