node_id,score
457,0.0018591261534412296
974,0.0018473690244727166
151,0.0017632318797984662
593,0.0017511056297363694
305,0.001696206821696687
572,0.0016849156322815246
394,0.0016706495312667079
763,0.0016698335764485889
780,0.0016653590795222277
410,0.001652590149655642
712,0.0016256413844071105
373,0.001618723676163051
405,0.0016115098267754475
470,0.0016036062473524528
584,0.0016013999610211618
820,0.0015982173604570998
274,0.0015954495086053996
303,0.0015942972231458388
715,0.0015909882643002765
227,0.0015841281074704936
452,0.0015825510275100907
285,0.0015788313541997394
857,0.0015769055235187205
48,0.0015739859318505555
944,0.0015683395985879134
343,0.0015655906047072146
693,0.0015635463083205929
525,0.0015600487372961914
291,0.0015554340666310768
284,0.001550160638208448
478,0.001534124213503832
629,0.0015331289294126045
83,0.0015305881044378696
975,0.0015289685273313178
550,0.0015251570985731035
520,0.0015226196785897061
23,0.0015159468411276588
94,0.0015113604706687332
412,0.0015102961843036918
259,0.0015078902898277159
872,0.001507794035124946
447,0.0015046255491494311
543,0.001501444567113193
21,0.0014990193439087497
222,0.0014981381291396232
980,0.0014974661223718833
423,0.001490882195661431
515,0.0014838112857797228
19,0.001480597793537291
749,0.0014643589623331147
369,0.0014594894208496015
784,0.0014513025616013629
43,0.0014490998099321551
952,0.0014456565055186582
792,0.0014453230677298223
179,0.0014416799243563386
937,0.0014371579598791953
905,0.0014347050710535971
304,0.0014305970642926223
347,0.0014280320931847972
338,0.0014269940367286076
250,0.0014250539097491223
460,0.0014244356258563788
866,0.0014198829564822768
950,0.001419812653530857
272,0.0014187734766832182
149,0.0014181034396194795
107,0.001417109794191422
2,0.0014154761969512478
962,0.001414070655151625
28,0.0014128934803916088
571,0.0014128732234225973
708,0.0014123305241259285
268,0.0014121385279229944
341,0.0014117640079271015
568,0.0014115313307410543
546,0.0014111949570793701
103,0.0014059370466580174
474,0.0014035394575414287
320,0.0014033498867962084
828,0.0013861302907826319
750,0.0013847145877265558
507,0.0013821018620915394
961,0.0013764773118957717
959,0.001371576777717333
335,0.0013662233167938327
389,0.0013605249399610904
444,0.0013545560130169517
93,0.0013540327187579388
256,0.0013526762119765903
368,0.0013514147346865776
788,0.0013489244866109755
313,0.0013473408195696676
752,0.001344066476897909
928,0.0013439073142981683
663,0.0013437766539131592
612,0.0013429177083075416
69,0.0013423850949197825
734,0.0013365079890826183
166,0.0013363746098495246
181,0.0013356266478186686
81,0.001334632053561568
292,0.0013336519915158412
705,0.0013336448743357203
900,0.0013293581554619915
605,0.0013291656525747221
298,0.001328981211636282
421,0.0013289240772528614
916,0.0013272299825158873
713,0.0013265848231898494
376,0.001323644544770201
851,0.0013236414882001827
416,0.0013215759367583102
776,0.001321515921218908
70,0.0013214420956655587
562,0.0013196315558032421
685,0.0013181812498243774
123,0.0013174437495945893
512,0.0013154315345735052
785,0.0013132784423618654
887,0.0013128566408113444
165,0.0013121644964121822
136,0.0013096723359844933
774,0.0013090924880663905
938,0.0013046273045514635
644,0.0013040938068849908
582,0.0012964939097336557
104,0.0012871870423785685
942,0.0012833159112530437
765,0.0012825572291818518
72,0.0012814329746878358
312,0.0012789652285589053
252,0.0012778215115905771
885,0.001275408738680055
956,0.0012743424561965453
300,0.0012725716381300968
531,0.0012725303798678002
309,0.0012716318382086599
794,0.0012708846231659957
901,0.001269079294407997
327,0.0012689353317569569
146,0.001265730734163862
228,0.0012654211678455385
947,0.0012633881175116352
860,0.001263118732384321
49,0.0012628731169290783
187,0.001261277322854785
688,0.0012599066008393456
77,0.001259557561579678
145,0.0012595326633665276
95,0.0012592376800767016
853,0.0012592314279923182
388,0.0012584414549025476
609,0.0012565494275956852
658,0.0012561390533074434
31,0.001254588061456733
379,0.0012545773903733242
630,0.0012538647122006872
261,0.0012535004582298703
243,0.0012528090312513695
816,0.0012525429600211322
517,0.001252453977516683
453,0.0012514301378773593
530,0.0012510711134672866
191,0.0012508791633611038
799,0.0012502524350328963
121,0.0012500292994099289
130,0.0012494670779940437
736,0.0012494270305038445
399,0.0012482656376624117
760,0.0012481449381367055
679,0.001247481385923953
472,0.0012469838893274974
404,0.001246735976272357
883,0.0012460894408366757
503,0.0012455992031043066
237,0.0012434909853947433
277,0.0012431100951775054
194,0.0012430742405741702
718,0.001242997342842928
596,0.00124168474482344
381,0.0012402335008511202
869,0.0012401304216799643
661,0.0012400209551243577
279,0.0012397995385571361
214,0.0012385174696925754
448,0.0012381897896973422
337,0.0012360359486722535
329,0.0012332325969253897
731,0.0012303050884401611
523,0.0012291492725775058
226,0.001225953222545657
14,0.00122532797367726
742,0.0012247774431212535
315,0.0012098787278360188
276,0.00120782628776281
524,0.0012068749663461235
4,0.0012022317292575012
615,0.001200570533715518
599,0.0011995617366463876
30,0.001199350022744689
720,0.0011969960601288829
805,0.0011951484480375633
782,0.0011917236381561143
619,0.0011916404291866804
618,0.0011908051327039384
837,0.001190248611114947
8,0.0011887738360502895
354,0.0011885646726870998
733,0.001187556945231281
190,0.001184820336043478
432,0.001184340183562814
403,0.0011841919837537174
75,0.0011824039645765968
458,0.001181997027791621
727,0.0011810559426196734
966,0.0011810148011822796
334,0.0011804043589955118
602,0.0011803339773549973
513,0.0011790157931779826
459,0.0011789795875222049
636,0.0011787934821434322
235,0.0011780500071503937
616,0.001177533363343294
206,0.0011770253666493664
424,0.0011731559870739284
577,0.001172939196239393
725,0.0011725296955661928
180,0.0011723354860336218
269,0.0011720801795679458
122,0.0011720166015244755
253,0.0011712486395060256
143,0.0011711481830679093
370,0.0011708225203916087
41,0.0011705298667686413
132,0.0011695485831859506
587,0.0011680061737967373
815,0.0011678348272727782
806,0.0011674021196912663
654,0.0011666299669226303
467,0.001166620072491187
20,0.0011661653481375952
186,0.0011660050850113176
917,0.0011650014223530839
659,0.0011649983321385914
283,0.0011648643447837485
442,0.001163730134569149
242,0.0011635041365813358
249,0.001163393885294562
549,0.0011627496421436304
34,0.0011626122995788731
342,0.001162411344682475
331,0.0011622786380377594
438,0.0011615274156014303
406,0.0011615036507772233
604,0.001161090788876196
984,0.001161006980928701
486,0.0011607990726974688
580,0.0011605705234861764
667,0.0011599970345874844
59,0.0011597880935163422
583,0.001158634570126708
192,0.0011583737429043098
278,0.0011574014738522929
953,0.001156941537600359
484,0.001156902685336401
353,0.001156725748940418
834,0.0011566890298148858
466,0.0011558238778401483
200,0.0011556406283260159
225,0.0011555201321723921
591,0.0011549634837475656
948,0.0011545533809894702
382,0.0011544348922588811
322,0.0011542788053039456
372,0.0011541607216370216
786,0.0011540690314941105
248,0.0011534083269645545
42,0.0011532526873497062
18,0.0011529102486021803
431,0.0011526935019706777
691,0.0011521128007865528
126,0.001151842878056213
117,0.0011499080876067895
747,0.001148058699835241
939,0.0011450830648990912
7,0.0011447931096850172
899,0.0011443690778632886
759,0.001144134445260922
754,0.0011431073165678186
973,0.0011409906323951778
882,0.0011397936458110126
129,0.0011363263960203103
626,0.0011334102278299388
662,0.0011242481822468487
913,0.0011238968313809063
976,0.0011184768912627467
134,0.0011146416733733438
